,pathway_name,pathway_description,ko_id,gene_name,kegg_organism_code,uniprot_id
45954,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,zma:100281688,zma,C0PGA5
45955,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,zma:100285548,zma,B6U6D5
45956,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,zma:100281585,zma,C0HFI5
45957,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,zma:103629493,zma,A0A1D6LL73
45958,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,zma:103630144,zma,A0A1D6M1R0
45959,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,zma:103630633,zma,A0A1D6MAI0
45960,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,zma:103647427,zma,A0A1D6EPW1
46090,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,smo:SELMODRAFT_438337,smo,D8QW81
46091,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,smo:SELMODRAFT_146031,smo,D8RCZ6
46092,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,smo:SELMODRAFT_100675,smo,D8RSR2
46093,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,smo:SELMODRAFT_150344,smo,D8RVK8
46094,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,smo:SELMODRAFT_176350,smo,D8S2A8
46095,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,smo:SELMODRAFT_178124,smo,D8SAN3
46096,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,smo:SELMODRAFT_187341,smo,D8TCD9
46097,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,smo:SELMODRAFT_138352,smo,D8TF38
46106,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,cre:CHLRE_12g553250v5,cre,A8IYM0
46107,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,cre:CHLRE_06g262900v5,cre,A8HX70
46140,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,sce:YGR240C,sce,P16861
46141,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,sce:YMR205C,sce,P16862
46189,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,ppa:PAS_chr1-4_0047,ppa,C4QXA5
46190,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,ppa:PAS_chr2-1_0402,ppa,Q92448
46228,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,ncr:NCU00629,ncr,Q7SI23
46272,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,ani:AN3223.2,ani,Q5B8A7
46312,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,spo:SPBC16H5.02,spo,O42938
46314,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,cne:CNJ01080,cne,Q5KAN4
46315,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,cne:CNK00850,cne,Q5K9T3
46317,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,cng:CNAG_04676,cng,J9VSX3
46341,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,scm:SCHCO_02625516,scm,D8Q5H8
46346,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,uma:UMAG_02512,uma,A0A0D1DZW1
46364,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,ddi:DDB_G0274111,ddi,P90521
46376,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,tet:TTHERM_00170320,tet,Q22TJ1
46377,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,tet:TTHERM_00338460,tet,I7LV76
46378,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,tet:TTHERM_00338470,tet,I7MK03
46392,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,tps:THAPSDRAFT_31232,tps,B8BQP1
46400,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00850,ehx:EMIHUDRAFT_67580,ehx,R1BL77
50648,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,mcc:701969,mcc,G7NRI6
50670,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,mmu:18639,mmu,P70266
50673,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,rno:24638,rno,P07953
50687,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,hgl:101701867,hgl,A0A0A7HSK7
50688,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,cpoc:100722672,cpoc,A0A286Y5I2
50699,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,cfa:491903,cfa,A0A8C0TK23
50710,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,mpuf:101691241,mpuf,A0A8U0T7R3
50720,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,fca:101094910,fca,M3VVL9
50841,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,xla:495408,xla,Q5U4Z6
50842,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,xla:108704801,xla,A0A8J1LHZ4
50850,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,dre:327453,dre,Q803Y6
50851,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,dre:100330415,dre,A0A8M1RL50
50911,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,tru:101066702,tru,A0A674NKA5
50912,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,tru:101064901,tru,H2TTS8
50964,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,ola:101165483,ola,H2MNU0
50974,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,pret:103467867,pret,A0A3P9Q907
50975,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,pret:103468054,pret,A0A3P9N079
50990,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,nfu:107390463,nfu,A0A8C6PSB0
51157,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,nve:5514458,nve,A7S156
51167,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19028,tad:TRIADDRAFT_24566,tad,B3RUK8
51176,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,mcc:693509,mcc,I2CY44
51198,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,mmu:18640,mmu,P70265
51201,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,rno:24640,rno,Q9JJH5
51206,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,maua:101842182,maua,A0A1U8CJK1
51213,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,hgl:101722273,hgl,A0A0A7HRJ6
51225,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,cfa:480011,cfa,A0A8C0SNE0
51236,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,mpuf:101694036,mpuf,A0A8U0NUS8
51246,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,fca:101089572,fca,A0A2I2UYD2
51348,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,clv:102087295,clv,A0A2I0M065
51404,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,acs:100563872,acs,H9GKB9
51423,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,xla:108708161,xla,A0A8J0U6L6
51430,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,dre:393983,dre,Q7ZU78
51431,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,dre:564852,dre,A0A8M2B1V7
51485,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,amex:103022351,amex,A0A8B9RJE9
51547,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,ola:101163251,ola,H2MCH1
51558,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,pret:103464749,pret,A0A3P9PEK7
51559,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,pret:103467640,pret,A0A3P9NHE4
51574,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,nfu:107384999,nfu,A0A9D2XUT0
51575,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,nfu:107391085,nfu,A0A8C6PV84
51685,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,dme:Dmel_CG3400,dme,Q0KHQ6
51781,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,tca:657985,tca,A0A139WB95
51843,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,dpx:DAPPUDRAFT_306543,dpx,E9FYQ7
51844,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,dpx:DAPPUDRAFT_304281,dpx,E9GKT6
51894,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,sce:YJL155C,sce,P32604
51915,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,ppa:PAS_chr2-1_0110,ppa,C4QZP0
51936,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,ncr:NCU09347,ncr,Q7S2P1
52014,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,cne:CNI03630,cne,Q5KB65
52016,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,cng:CNAG_04221,cng,J9VRT2
52038,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19029,scm:SCHCO_02502424,scm,D8Q4F6
52059,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,mcc:713062,mcc,H9FVS8
52081,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,mmu:170768,mmu,A7UAK4
52084,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,rno:117276,rno,O35552
52089,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,maua:101836708,maua,A0A1U7QGH3
52096,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,hgl:101721976,hgl,A0A0P6JXE4
52211,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,tgu:100232575,tgu,H0YUX4
52307,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,xla:108711232,xla,A0A1L8GZG6
52308,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,xla:431861,xla,A0A8J0UX55
52316,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,dre:554477,dre,Q6P951
52349,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,amex:103039221,amex,A0A8B9H925
52387,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,pret:103459671,pret,A0A3P9PMQ0
52395,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,nfu:107382659,nfu,A0A8C6VW14
52463,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,bfo:118415405,bfo,A0A9J7L4F2
52508,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,tca:662201,tca,D6WWD8
52557,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,nve:5505982,nve,A7SNT5
52565,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,ath:AT1G07110,ath,Q9MB58
52628,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,mtr:11405954,mtr,G7K732
52629,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,mtr:25490936,mtr,A0A072UXP1
52758,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,osa:4337906,osa,A0A0P0WIQ8
52762,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,bdi:100828289,bdi,I1HLG1
52774,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,zma:541911,zma,B4F8N3
52796,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,smo:SELMODRAFT_125648,smo,D8SV87
52797,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,smo:SELMODRAFT_132820,smo,D8T623
52798,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,smo:SELMODRAFT_186268,smo,D8T7Z3
52811,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,ehx:EMIHUDRAFT_467381,ehx,R1F9H7
52812,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,ehx:EMIHUDRAFT_457418,ehx,R1EZ45
52813,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,ehx:EMIHUDRAFT_214042,ehx,R1DMZ7
52814,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K01103,ehx:EMIHUDRAFT_448668,ehx,R1D3R6
52826,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,mcc:709854,mcc,G7MIQ1
52848,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,mmu:270198,mmu,Q6DTY7
52851,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,rno:54283,rno,P25114
52856,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,maua:101825841,maua,A0A1U7QLZ4
52863,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,hgl:101716744,hgl,A0A0A7HRS0
52864,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,cpoc:100726420,cpoc,H0V2S1
52896,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,fca:101088558,fca,M3VXW4
52971,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,tgu:100227828,tgu,A0A674GMT5
52993,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,clv:102091957,clv,A0A2I0LSP0
53070,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,xla:432000,xla,Q6NRY0
53071,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,xla:108714568,xla,A0A8J0V366
53078,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,dre:386663,dre,Q7T325
53079,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,dre:556190,dre,Q32LS8
53138,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,amex:103024058,amex,A0A8B9KPY5
53139,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,amex:103042309,amex,A0A8B9RKU9
53200,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,ola:101174905,ola,H2L732
53211,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,pret:103465241,pret,A0A3P9P7S3
53226,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,nfu:107384937,nfu,A0A9D3BHZ4
53227,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,nfu:107385712,nfu,A0A9D3BJ18
53354,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,sce:YLR345W,sce,Q06137
53376,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,ppa:PAS_chr4_0266,ppa,C4R7C5
53396,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,ncr:NCU01178,ncr,V5IMV9
53475,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,spo:SPAC144.17c,spo,Q9UTK9
53477,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,cne:CNA05980,cne,Q5KNM5
53479,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,cng:CNAG_07372,cng,J9VH91
53507,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K19030,uma:UMAG_10797,uma,A0A0D1E563
53548,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,mmu:319801,mmu,Q8BZA9
53551,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,rno:502894,rno,Q566D2
53565,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,cpoc:100716964,cpoc,H0VF48
53576,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,cfa:486736,cfa,A0A8C0PKH3
53587,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,mpuf:101684043,mpuf,M3YD41
53597,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,fca:101091210,fca,A0A337STX6
53757,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,acs:100564058,acs,A0A803T916
53777,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,xla:734566,xla,Q4V7R0
53786,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,dre:664696,dre,Q29RA5
53787,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,dre:393160,dre,Q7ZVE3
53843,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,amex:103030880,amex,A0A8B9J455
53850,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,tru:101071908,tru,H2TSZ3
53901,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,ola:101174663,ola,H2MLX4
53929,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,nfu:107386271,nfu,A0A1A8AKS9
53930,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,nfu:107389326,nfu,A0A9D2YQK3
54019,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,bfo:118408276,bfo,A0A9J7HSQ9
54021,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,cin:100178594,cin,F6YC04
54025,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,spu:579403,spu,A0A7M7RBJ6
54034,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,dpx:DAPPUDRAFT_310075,dpx,E9FSC8
54083,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,nve:5514555,nve,A7S100
54095,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K14634,tad:TRIADDRAFT_54326,tad,B3RRQ4
54103,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,mcc:698328,mcc,A0A5F8AM76
54125,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,mmu:16548,mmu,P97328
54128,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,rno:25659,rno,Q02974
54133,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,maua:101841804,maua,A0A1U7QS67
54141,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,hgl:101705832,hgl,A0A0P6J574
54142,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,cpoc:100719336,cpoc,A0A286Y5Y6
54164,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,mpuf:101673434,mpuf,A0A8U0N285
54174,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,fca:101080375,fca,A0A2I2U5Q9
54313,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,xla:447317,xla,Q68F36
54320,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,dre:436909,dre,Q6DHM7
54355,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,tru:101064289,tru,A0A674NZJ9
54382,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,ola:101158269,ola,A0A3B3I0R4
54395,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,nfu:107384879,nfu,A0A8C6M1F5
54448,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,bfo:118409339,bfo,C3Y1K0
54449,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,bfo:118409679,bfo,A0A9J7KMJ7
54457,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,spu:588197,spu,A0A7M7RGI9
54464,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,dme:Dmel_CG12289,dme,Q9VTI3
54465,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,dme:Dmel_CG7551,dme,Q8T4I0
54466,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,dme:Dmel_CG7335,dme,Q9VW82
54467,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,dme:Dmel_CG7328,dme,Q9VW84
54613,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,dpx:DAPPUDRAFT_213561,dpx,E9GTM4
54676,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,nve:5518877,nve,A7RNW6
54691,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,tad:TRIADDRAFT_58015,tad,B3S2G3
54692,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,aqu:100637048,aqu,A0A1X7U921
54693,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,ncr:NCU03742,ncr,V5ILE5
54757,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,ehx:EMIHUDRAFT_203243,ehx,R1DZA4
54758,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00846,ehx:EMIHUDRAFT_117776,ehx,R1DZA4
54815,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,mcc:712784,mcc,F6XVN0
54839,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,mmu:20322,mmu,Q64442
54842,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,rno:24788,rno,P27867
54847,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,maua:101843575,maua,A0A1U7QB81
54854,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,hgl:101699735,hgl,G5BF71
54855,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,cpoc:100712656,cpoc,H0UY33
54866,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,cfa:487535,cfa,A0A8C0NKQ6
54878,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,mpuf:101675591,mpuf,M3YHF5
54888,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,fca:101088085,fca,A0A2I2V1M2
54991,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,clv:102097535,clv,A0A2I0LP07
55045,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,acs:100562847,acs,H9GBU4
55066,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,xla:446317,xla,Q6DJH7
55067,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,xla:108712961,xla,A0A8J0V0H0
55075,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,dre:570613,dre,F1Q713
55104,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,amex:103041581,amex,A0A8B9J4C4
55109,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,tru:101065362,tru,A0A674NDX0
55136,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,ola:101165040,ola,H2LPQ4
55141,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,pret:103462422,pret,A0A3P9QI07
55149,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,nfu:107381455,nfu,A0A1A8A1C2
55228,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,bfo:118410533,bfo,A0A9J7KQ97
55229,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,bfo:118410534,bfo,A0A9J7KQB0
55230,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,bfo:118410603,bfo,A0A9J7KQG5
55231,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,bfo:118422748,bfo,A0A9J7N1I9
55232,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,bfo:118431476,bfo,A0A9J7MCZ1
55239,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,cin:100184593,cin,F6W2S7
55258,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,dme:Dmel_CG1982,dme,O97479
55259,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,dme:Dmel_CG4649,dme,O96299
55546,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,dpx:DAPPUDRAFT_303131,dpx,E9FSV3
55641,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,cel:CELE_R04B5.6,cel,Q21703
55642,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,cel:CELE_R04B5.5,cel,Q21702
55740,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,nve:5503967,nve,A7SU04
55752,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,hmg:100215837,hmg,A0A8B6XWY6
55755,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,aqu:100641664,aqu,A0A1X7VNH9
55757,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,ath:AT5G51970,ath,Q9FJ95
55815,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,mtr:25497272,mtr,G7ZXE4
56041,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,bdi:100834423,bdi,I1I971
56054,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,zma:100283066,zma,A0A1D6KL30
56080,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,smo:SELMODRAFT_271876,smo,D8SU49
56081,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,smo:SELMODRAFT_272108,smo,D8T383
56088,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,sce:YDL246C,sce,Q07786
56089,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,sce:YJR159W,sce,P35497
56099,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,ncr:NCU01905,ncr,Q7SHA1
56100,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,ncr:NCU07022,ncr,Q7S9B3
56179,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,ani:AN0774.2,ani,Q5BFA6
56180,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,ani:AN2666.2,ani,Q5B9W4
56241,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,cng:CNAG_06977,cng,J9VQR6
56242,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,cng:CNAG_04677,cng,J9VVW1
56266,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,scm:SCHCO_02644333,scm,D8QL51
56271,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00008,uma:UMAG_00412,uma,A0A0D1CG97
59153,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,mcc:705957,mcc,G7MME8
59239,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,mmu:14187,mmu,P45377
59240,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,mmu:11997,mmu,P21300
59241,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,mmu:67861,mmu,Q8BIV6
59242,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,mmu:11677,mmu,P45376
59251,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,rno:296972,rno,M0R8B8
59252,2hsa00051,Fructose and mannose metabolism - Homo sapiens (human)K00011,rno:24192,rno,P07943
