pathway_name,pathway_description,ko_id,gene_name,kegg_organism_code,uniprot_id
,Fructose and mannose metabolism - Homo sapiens (human),K01103,ehx:EMIHUDRAFT_467381,ehx,R1F9H7
,Fructose and mannose metabolism - Homo sapiens (human),K01103,ehx:EMIHUDRAFT_457418,ehx,R1EZ45
,Fructose and mannose metabolism - Homo sapiens (human),K01103,ehx:EMIHUDRAFT_214042,ehx,R1DMZ7
,Fructose and mannose metabolism - Homo sapiens (human),K01103,ehx:EMIHUDRAFT_448668,ehx,R1D3R6
,Fructose and mannose metabolism - Homo sapiens (human),K19030,mcc:709854,mcc,G7MIQ1
,Fructose and mannose metabolism - Homo sapiens (human),K19030,mmu:270198,mmu,Q6DTY7
,Fructose and mannose metabolism - Homo sapiens (human),K19030,rno:54283,rno,P25114
,Fructose and mannose metabolism - Homo sapiens (human),K19030,maua:101825841,maua,A0A1U7QLZ4
,Fructose and mannose metabolism - Homo sapiens (human),K19030,hgl:101716744,hgl,A0A0A7HRS0
,Fructose and mannose metabolism - Homo sapiens (human),K19030,cpoc:100726420,cpoc,H0V2S1
,Fructose and mannose metabolism - Homo sapiens (human),K19030,fca:101088558,fca,M3VXW4
,Fructose and mannose metabolism - Homo sapiens (human),K19030,tgu:100227828,tgu,A0A674GMT5
,Fructose and mannose metabolism - Homo sapiens (human),K19030,clv:102091957,clv,A0A2I0LSP0
,Fructose and mannose metabolism - Homo sapiens (human),K19030,xla:432000,xla,Q6NRY0
,Fructose and mannose metabolism - Homo sapiens (human),K19030,xla:108714568,xla,A0A8J0V366
,Fructose and mannose metabolism - Homo sapiens (human),K19030,dre:386663,dre,Q7T325
,Fructose and mannose metabolism - Homo sapiens (human),K19030,dre:556190,dre,Q32LS8
,Fructose and mannose metabolism - Homo sapiens (human),K19030,amex:103024058,amex,A0A8B9KPY5
,Fructose and mannose metabolism - Homo sapiens (human),K19030,amex:103042309,amex,A0A8B9RKU9
,Fructose and mannose metabolism - Homo sapiens (human),K19030,ola:101174905,ola,H2L732
,Fructose and mannose metabolism - Homo sapiens (human),K19030,pret:103465241,pret,A0A3P9P7S3
,Fructose and mannose metabolism - Homo sapiens (human),K19030,nfu:107384937,nfu,A0A9D3BHZ4
,Fructose and mannose metabolism - Homo sapiens (human),K19030,nfu:107385712,nfu,A0A9D3BJ18
,Fructose and mannose metabolism - Homo sapiens (human),K19030,sce:YLR345W,sce,Q06137
,Fructose and mannose metabolism - Homo sapiens (human),K19030,ppa:PAS_chr4_0266,ppa,C4R7C5
,Fructose and mannose metabolism - Homo sapiens (human),K19030,ncr:NCU01178,ncr,V5IMV9
,Fructose and mannose metabolism - Homo sapiens (human),K19030,spo:SPAC144.17c,spo,Q9UTK9
,Fructose and mannose metabolism - Homo sapiens (human),K19030,cne:CNA05980,cne,Q5KNM5
,Fructose and mannose metabolism - Homo sapiens (human),K19030,cng:CNAG_07372,cng,J9VH91
,Fructose and mannose metabolism - Homo sapiens (human),K19030,uma:UMAG_10797,uma,A0A0D1E563
,Fructose and mannose metabolism - Homo sapiens (human),K14634,mmu:319801,mmu,Q8BZA9
,Fructose and mannose metabolism - Homo sapiens (human),K14634,rno:502894,rno,Q566D2
,Fructose and mannose metabolism - Homo sapiens (human),K14634,cpoc:100716964,cpoc,H0VF48
,Fructose and mannose metabolism - Homo sapiens (human),K14634,cfa:486736,cfa,A0A8C0PKH3
,Fructose and mannose metabolism - Homo sapiens (human),K14634,mpuf:101684043,mpuf,M3YD41
,Fructose and mannose metabolism - Homo sapiens (human),K14634,fca:101091210,fca,A0A337STX6
,Fructose and mannose metabolism - Homo sapiens (human),K14634,acs:100564058,acs,A0A803T916
,Fructose and mannose metabolism - Homo sapiens (human),K14634,xla:734566,xla,Q4V7R0
,Fructose and mannose metabolism - Homo sapiens (human),K14634,dre:664696,dre,Q29RA5
,Fructose and mannose metabolism - Homo sapiens (human),K14634,dre:393160,dre,Q7ZVE3
,Fructose and mannose metabolism - Homo sapiens (human),K14634,amex:103030880,amex,A0A8B9J455
,Fructose and mannose metabolism - Homo sapiens (human),K14634,tru:101071908,tru,H2TSZ3
,Fructose and mannose metabolism - Homo sapiens (human),K14634,ola:101174663,ola,H2MLX4
,Fructose and mannose metabolism - Homo sapiens (human),K14634,nfu:107386271,nfu,A0A1A8AKS9
,Fructose and mannose metabolism - Homo sapiens (human),K14634,nfu:107389326,nfu,A0A9D2YQK3
,Fructose and mannose metabolism - Homo sapiens (human),K14634,bfo:118408276,bfo,A0A9J7HSQ9
,Fructose and mannose metabolism - Homo sapiens (human),K14634,cin:100178594,cin,F6YC04
,Fructose and mannose metabolism - Homo sapiens (human),K14634,spu:579403,spu,A0A7M7RBJ6
,Fructose and mannose metabolism - Homo sapiens (human),K14634,dpx:DAPPUDRAFT_310075,dpx,E9FSC8
,Fructose and mannose metabolism - Homo sapiens (human),K14634,nve:5514555,nve,A7S100
,Fructose and mannose metabolism - Homo sapiens (human),K14634,tad:TRIADDRAFT_54326,tad,B3RRQ4
,Fructose and mannose metabolism - Homo sapiens (human),K00846,mcc:698328,mcc,A0A5F8AM76
,Fructose and mannose metabolism - Homo sapiens (human),K00846,mmu:16548,mmu,P97328
,Fructose and mannose metabolism - Homo sapiens (human),K00846,rno:25659,rno,Q02974
,Fructose and mannose metabolism - Homo sapiens (human),K00846,maua:101841804,maua,A0A1U7QS67
,Fructose and mannose metabolism - Homo sapiens (human),K00846,hgl:101705832,hgl,A0A0P6J574
,Fructose and mannose metabolism - Homo sapiens (human),K00846,cpoc:100719336,cpoc,A0A286Y5Y6
,Fructose and mannose metabolism - Homo sapiens (human),K00846,mpuf:101673434,mpuf,A0A8U0N285
,Fructose and mannose metabolism - Homo sapiens (human),K00846,fca:101080375,fca,A0A2I2U5Q9
,Fructose and mannose metabolism - Homo sapiens (human),K00846,xla:447317,xla,Q68F36
,Fructose and mannose metabolism - Homo sapiens (human),K00846,dre:436909,dre,Q6DHM7
,Fructose and mannose metabolism - Homo sapiens (human),K00846,tru:101064289,tru,A0A674NZJ9
,Fructose and mannose metabolism - Homo sapiens (human),K00846,ola:101158269,ola,A0A3B3I0R4
,Fructose and mannose metabolism - Homo sapiens (human),K00846,nfu:107384879,nfu,A0A8C6M1F5
,Fructose and mannose metabolism - Homo sapiens (human),K00846,bfo:118409339,bfo,C3Y1K0
,Fructose and mannose metabolism - Homo sapiens (human),K00846,bfo:118409679,bfo,A0A9J7KMJ7
,Fructose and mannose metabolism - Homo sapiens (human),K00846,spu:588197,spu,A0A7M7RGI9
,Fructose and mannose metabolism - Homo sapiens (human),K00846,dme:Dmel_CG12289,dme,Q9VTI3
,Fructose and mannose metabolism - Homo sapiens (human),K00846,dme:Dmel_CG7551,dme,Q8T4I0
,Fructose and mannose metabolism - Homo sapiens (human),K00846,dme:Dmel_CG7335,dme,Q9VW82
,Fructose and mannose metabolism - Homo sapiens (human),K00846,dme:Dmel_CG7328,dme,Q9VW84
,Fructose and mannose metabolism - Homo sapiens (human),K00846,dpx:DAPPUDRAFT_213561,dpx,E9GTM4
,Fructose and mannose metabolism - Homo sapiens (human),K00846,nve:5518877,nve,A7RNW6
,Fructose and mannose metabolism - Homo sapiens (human),K00846,tad:TRIADDRAFT_58015,tad,B3S2G3
,Fructose and mannose metabolism - Homo sapiens (human),K00846,aqu:100637048,aqu,A0A1X7U921
,Fructose and mannose metabolism - Homo sapiens (human),K00846,ncr:NCU03742,ncr,V5ILE5
,Fructose and mannose metabolism - Homo sapiens (human),K00846,ehx:EMIHUDRAFT_203243,ehx,R1DZA4
,Fructose and mannose metabolism - Homo sapiens (human),K00846,ehx:EMIHUDRAFT_117776,ehx,R1DZA4
,Fructose and mannose metabolism - Homo sapiens (human),K00008,mcc:712784,mcc,F6XVN0
,Fructose and mannose metabolism - Homo sapiens (human),K00008,mmu:20322,mmu,Q64442
,Fructose and mannose metabolism - Homo sapiens (human),K00008,rno:24788,rno,P27867
,Fructose and mannose metabolism - Homo sapiens (human),K00008,maua:101843575,maua,A0A1U7QB81
,Fructose and mannose metabolism - Homo sapiens (human),K00008,hgl:101699735,hgl,G5BF71
,Fructose and mannose metabolism - Homo sapiens (human),K00008,cpoc:100712656,cpoc,H0UY33
,Fructose and mannose metabolism - Homo sapiens (human),K00008,cfa:487535,cfa,A0A8C0NKQ6
,Fructose and mannose metabolism - Homo sapiens (human),K00008,mpuf:101675591,mpuf,M3YHF5
,Fructose and mannose metabolism - Homo sapiens (human),K00008,fca:101088085,fca,A0A2I2V1M2
,Fructose and mannose metabolism - Homo sapiens (human),K00008,clv:102097535,clv,A0A2I0LP07
,Fructose and mannose metabolism - Homo sapiens (human),K00008,acs:100562847,acs,H9GBU4
,Fructose and mannose metabolism - Homo sapiens (human),K00008,xla:446317,xla,Q6DJH7
,Fructose and mannose metabolism - Homo sapiens (human),K00008,xla:108712961,xla,A0A8J0V0H0
,Fructose and mannose metabolism - Homo sapiens (human),K00008,dre:570613,dre,F1Q713
,Fructose and mannose metabolism - Homo sapiens (human),K00008,amex:103041581,amex,A0A8B9J4C4
,Fructose and mannose metabolism - Homo sapiens (human),K00008,tru:101065362,tru,A0A674NDX0
,Fructose and mannose metabolism - Homo sapiens (human),K00008,ola:101165040,ola,H2LPQ4
,Fructose and mannose metabolism - Homo sapiens (human),K00008,pret:103462422,pret,A0A3P9QI07
,Fructose and mannose metabolism - Homo sapiens (human),K00008,nfu:107381455,nfu,A0A1A8A1C2
,Fructose and mannose metabolism - Homo sapiens (human),K00008,bfo:118410533,bfo,A0A9J7KQ97
,Fructose and mannose metabolism - Homo sapiens (human),K00008,bfo:118410534,bfo,A0A9J7KQB0
,Fructose and mannose metabolism - Homo sapiens (human),K00008,bfo:118410603,bfo,A0A9J7KQG5
,Fructose and mannose metabolism - Homo sapiens (human),K00008,bfo:118422748,bfo,A0A9J7N1I9
,Fructose and mannose metabolism - Homo sapiens (human),K00008,bfo:118431476,bfo,A0A9J7MCZ1
,Fructose and mannose metabolism - Homo sapiens (human),K00008,cin:100184593,cin,F6W2S7
,Fructose and mannose metabolism - Homo sapiens (human),K00008,dme:Dmel_CG1982,dme,O97479
,Fructose and mannose metabolism - Homo sapiens (human),K00008,dme:Dmel_CG4649,dme,O96299
,Fructose and mannose metabolism - Homo sapiens (human),K00008,dpx:DAPPUDRAFT_303131,dpx,E9FSV3
,Fructose and mannose metabolism - Homo sapiens (human),K00008,cel:CELE_R04B5.6,cel,Q21703
,Fructose and mannose metabolism - Homo sapiens (human),K00008,cel:CELE_R04B5.5,cel,Q21702
,Fructose and mannose metabolism - Homo sapiens (human),K00008,nve:5503967,nve,A7SU04
,Fructose and mannose metabolism - Homo sapiens (human),K00008,hmg:100215837,hmg,A0A8B6XWY6
,Fructose and mannose metabolism - Homo sapiens (human),K00008,aqu:100641664,aqu,A0A1X7VNH9
,Fructose and mannose metabolism - Homo sapiens (human),K00008,ath:AT5G51970,ath,Q9FJ95
,Fructose and mannose metabolism - Homo sapiens (human),K00008,mtr:25497272,mtr,G7ZXE4
,Fructose and mannose metabolism - Homo sapiens (human),K00008,bdi:100834423,bdi,I1I971
,Fructose and mannose metabolism - Homo sapiens (human),K00008,zma:100283066,zma,A0A1D6KL30
,Fructose and mannose metabolism - Homo sapiens (human),K00008,smo:SELMODRAFT_271876,smo,D8SU49
,Fructose and mannose metabolism - Homo sapiens (human),K00008,smo:SELMODRAFT_272108,smo,D8T383
,Fructose and mannose metabolism - Homo sapiens (human),K00008,sce:YDL246C,sce,Q07786
,Fructose and mannose metabolism - Homo sapiens (human),K00008,sce:YJR159W,sce,P35497
,Fructose and mannose metabolism - Homo sapiens (human),K00008,ncr:NCU01905,ncr,Q7SHA1
,Fructose and mannose metabolism - Homo sapiens (human),K00008,ncr:NCU07022,ncr,Q7S9B3
,Fructose and mannose metabolism - Homo sapiens (human),K00008,ani:AN0774.2,ani,Q5BFA6
,Fructose and mannose metabolism - Homo sapiens (human),K00008,ani:AN2666.2,ani,Q5B9W4
,Fructose and mannose metabolism - Homo sapiens (human),K00008,cng:CNAG_06977,cng,J9VQR6
,Fructose and mannose metabolism - Homo sapiens (human),K00008,cng:CNAG_04677,cng,J9VVW1
,Fructose and mannose metabolism - Homo sapiens (human),K00008,scm:SCHCO_02644333,scm,D8QL51
,Fructose and mannose metabolism - Homo sapiens (human),K00008,uma:UMAG_00412,uma,A0A0D1CG97
,Fructose and mannose metabolism - Homo sapiens (human),K00011,mcc:705957,mcc,G7MME8
,Fructose and mannose metabolism - Homo sapiens (human),K00011,mmu:14187,mmu,P45377
,Fructose and mannose metabolism - Homo sapiens (human),K00011,mmu:11997,mmu,P21300
,Fructose and mannose metabolism - Homo sapiens (human),K00011,mmu:67861,mmu,Q8BIV6
,Fructose and mannose metabolism - Homo sapiens (human),K00011,mmu:11677,mmu,P45376
,Fructose and mannose metabolism - Homo sapiens (human),K00011,rno:296972,rno,M0R8B8
,Fructose and mannose metabolism - Homo sapiens (human),K00011,rno:24192,rno,P07943
,Fructose and mannose metabolism - Homo sapiens (human),K00011,rno:116463,rno,Q5RJP0
,Fructose and mannose metabolism - Homo sapiens (human),K00011,rno:286921,rno,Q91W30
,Fructose and mannose metabolism - Homo sapiens (human),K00011,maua:101840583,maua,F1SWE8
,Fructose and mannose metabolism - Homo sapiens (human),K00011,maua:101840308,maua,A0A1U7R9F1
,Fructose and mannose metabolism - Homo sapiens (human),K00011,hgl:101705915,hgl,A0A0P6J8G1
,Fructose and mannose metabolism - Homo sapiens (human),K00011,hgl:101720124,hgl,A0A0P6JIV5
,Fructose and mannose metabolism - Homo sapiens (human),K00011,cpoc:100718017,cpoc,H0UVV9
,Fructose and mannose metabolism - Homo sapiens (human),K00011,cpoc:100723118,cpoc,A0A286Y3P9
,Fructose and mannose metabolism - Homo sapiens (human),K00011,cfa:607537,cfa,A0A8C0RIR1
,Fructose and mannose metabolism - Homo sapiens (human),K00011,mpuf:101675142,mpuf,M3XZ07
,Fructose and mannose metabolism - Homo sapiens (human),K00011,fca:101095406,fca,M3WHU0
,Fructose and mannose metabolism - Homo sapiens (human),K00011,mlf:102437578,mlf,G1PBV9
,Fructose and mannose metabolism - Homo sapiens (human),K00011,gga:395338,gga,Q90W83
,Fructose and mannose metabolism - Homo sapiens (human),K00011,gga:418170,gga,E1BVD1
,Fructose and mannose metabolism - Homo sapiens (human),K00011,tgu:100190001,tgu,B5FXD3
,Fructose and mannose metabolism - Homo sapiens (human),K00011,clv:102088238,clv,A0A2I0MKJ9
,Fructose and mannose metabolism - Homo sapiens (human),K00011,clv:102086315,clv,A0A2I0LY05
,Fructose and mannose metabolism - Homo sapiens (human),K00011,acs:100564587,acs,G1KX70
,Fructose and mannose metabolism - Homo sapiens (human),K00011,xla:398904,xla,Q6PAB5
,Fructose and mannose metabolism - Homo sapiens (human),K00011,xla:108704367,xla,A0A8J0TWM1
,Fructose and mannose metabolism - Homo sapiens (human),K00011,dre:553452,dre,Q1JPZ2
,Fructose and mannose metabolism - Homo sapiens (human),K00011,ola:101167259,ola,A0A3B3IPY1
,Fructose and mannose metabolism - Homo sapiens (human),K00011,pret:103459462,pret,A0A3P9P3D4
,Fructose and mannose metabolism - Homo sapiens (human),K00011,nfu:107384342,nfu,A0A1A8UNZ4
,Fructose and mannose metabolism - Homo sapiens (human),K00011,bfo:118411524,bfo,A0A9J7KT62
,Fructose and mannose metabolism - Homo sapiens (human),K00011,bfo:118418498,bfo,A0A9J7MUG4
,Fructose and mannose metabolism - Homo sapiens (human),K00011,bfo:118418516,bfo,A0A9J7LCI5
,Fructose and mannose metabolism - Homo sapiens (human),K00011,bfo:118430480,bfo,A0A9J7N8W2
,Fructose and mannose metabolism - Homo sapiens (human),K00011,bfo:118430789,bfo,A0A9J7MBR8
,Fructose and mannose metabolism - Homo sapiens (human),K00011,bfo:118431052,bfo,A0A9J7MB89
,Fructose and mannose metabolism - Homo sapiens (human),K00011,cin:100176226,cin,A0A1W2WFK8
,Fructose and mannose metabolism - Homo sapiens (human),K00011,spu:576680,spu,A0A7M7RA56
,Fructose and mannose metabolism - Homo sapiens (human),K00011,dme:Dmel_CG40064,dme,Q7PLK6
,Fructose and mannose metabolism - Homo sapiens (human),K00011,dme:Dmel_CG9436,dme,Q7JVH6
,Fructose and mannose metabolism - Homo sapiens (human),K00011,dme:Dmel_CG12766,dme,Q9VZK8
,Fructose and mannose metabolism - Homo sapiens (human),K00011,dme:Dmel_CG10863,dme,Q9Y112
,Fructose and mannose metabolism - Homo sapiens (human),K00011,dme:Dmel_CG6084,dme,M9PF61
,Fructose and mannose metabolism - Homo sapiens (human),K00011,dme:Dmel_CG6083,dme,Q9VTL0
,Fructose and mannose metabolism - Homo sapiens (human),K00011,dme:Dmel_CG10638,dme,Q9VTY2
,Fructose and mannose metabolism - Homo sapiens (human),K00011,tca:658019,tca,D6WBY1
,Fructose and mannose metabolism - Homo sapiens (human),K00011,tca:658097,tca,D6WBY2
,Fructose and mannose metabolism - Homo sapiens (human),K00011,dpx:DAPPUDRAFT_45302,dpx,E9G486
,Fructose and mannose metabolism - Homo sapiens (human),K00011,dpx:DAPPUDRAFT_127555,dpx,E9G3Z0
,Fructose and mannose metabolism - Homo sapiens (human),K00011,cel:CELE_Y39G8B.1,cel,Q9U2J6
,Fructose and mannose metabolism - Homo sapiens (human),K00011,ddi:DDB_G0268058,ddi,Q55FL3
,Fructose and mannose metabolism - Homo sapiens (human),K00011,ddi:DDB_G0285053,ddi,Q54NZ7
,Fructose and mannose metabolism - Homo sapiens (human),K00011,ddi:DDB_G0293850,ddi,Q6IMN8
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mcc:713818,mcc,A0A8J8Y7Z3
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mcc:708406,mcc,F6SYL4
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mmu:353204,mmu,A6ZI46
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mmu:79459,mmu,A6ZI47
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mmu:11674,mmu,P05064
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mmu:230163,mmu,Q91Y97
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mmu:11676,mmu,P05063
,Fructose and mannose metabolism - Homo sapiens (human),K01623,rno:299052,rno,A0A9K3Y7M7
,Fructose and mannose metabolism - Homo sapiens (human),K01623,rno:24189,rno,P05065
,Fructose and mannose metabolism - Homo sapiens (human),K01623,rno:24190,rno,A0A0G2K9U5
,Fructose and mannose metabolism - Homo sapiens (human),K01623,rno:24191,rno,P09117
,Fructose and mannose metabolism - Homo sapiens (human),K01623,maua:101839423,maua,A0A1U7QC12
,Fructose and mannose metabolism - Homo sapiens (human),K01623,maua:101835266,maua,A0A1U7QTF3
,Fructose and mannose metabolism - Homo sapiens (human),K01623,maua:101828733,maua,A0A1U8C2N2
,Fructose and mannose metabolism - Homo sapiens (human),K01623,hgl:101713582,hgl,G5ANC4
,Fructose and mannose metabolism - Homo sapiens (human),K01623,hgl:101710490,hgl,G5BVH5
,Fructose and mannose metabolism - Homo sapiens (human),K01623,cpoc:100725840,cpoc,H0W3T8
,Fructose and mannose metabolism - Homo sapiens (human),K01623,cpoc:100720708,cpoc,H0VLB4
,Fructose and mannose metabolism - Homo sapiens (human),K01623,cpoc:100730400,cpoc,A0A286Y5K0
,Fructose and mannose metabolism - Homo sapiens (human),K01623,cfa:480622,cfa,A0A8C0Z329
,Fructose and mannose metabolism - Homo sapiens (human),K01623,cfa:479787,cfa,A0A8P0NLY2
,Fructose and mannose metabolism - Homo sapiens (human),K01623,cfa:474787,cfa,A0A8C0QJ05
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mpuf:101686529,mpuf,A0A8U0ST01
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mpuf:101672579,mpuf,M3Y6B0
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mpuf:101679550,mpuf,A0A8U0NAL1
,Fructose and mannose metabolism - Homo sapiens (human),K01623,fca:101098666,fca,A0A2I2V3I1
,Fructose and mannose metabolism - Homo sapiens (human),K01623,fca:101097025,fca,M3VWL2
,Fructose and mannose metabolism - Homo sapiens (human),K01623,gga:427308,gga,P07341
,Fructose and mannose metabolism - Homo sapiens (human),K01623,gga:395492,gga,R4GM10
,Fructose and mannose metabolism - Homo sapiens (human),K01623,tgu:100227328,tgu,H0YQW0
,Fructose and mannose metabolism - Homo sapiens (human),K01623,clv:102090461,clv,A0A2I0LLD5
,Fructose and mannose metabolism - Homo sapiens (human),K01623,acs:100557186,acs,H9GLQ2
,Fructose and mannose metabolism - Homo sapiens (human),K01623,acs:100567097,acs,H9GIU8
,Fructose and mannose metabolism - Homo sapiens (human),K01623,acs:100557803,acs,G1KTX7
,Fructose and mannose metabolism - Homo sapiens (human),K01623,xla:379254,xla,Q9DGE5
,Fructose and mannose metabolism - Homo sapiens (human),K01623,xla:379336,xla,O12975
,Fructose and mannose metabolism - Homo sapiens (human),K01623,xla:379489,xla,Q3KPP7
,Fructose and mannose metabolism - Homo sapiens (human),K01623,xla:380079,xla,Q9PSX0
,Fructose and mannose metabolism - Homo sapiens (human),K01623,xla:398623,xla,Q5XHC6
,Fructose and mannose metabolism - Homo sapiens (human),K01623,dre:321664,dre,Q8JH71
,Fructose and mannose metabolism - Homo sapiens (human),K01623,dre:369193,dre,Q8JH70
,Fructose and mannose metabolism - Homo sapiens (human),K01623,dre:792692,dre,Q4KMC8
,Fructose and mannose metabolism - Homo sapiens (human),K01623,dre:336425,dre,Q803Q7
,Fructose and mannose metabolism - Homo sapiens (human),K01623,dre:406496,dre,Q6P043
,Fructose and mannose metabolism - Homo sapiens (human),K01623,amex:103030129,amex,A0A8B9JT73
,Fructose and mannose metabolism - Homo sapiens (human),K01623,amex:103024532,amex,A0A8B9K8X4
,Fructose and mannose metabolism - Homo sapiens (human),K01623,amex:103040804,amex,A0A8T2L1I6
,Fructose and mannose metabolism - Homo sapiens (human),K01623,tru:101070601,tru,A0A674MBW3
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ola:100049249,ola,A0A3P9HYH7
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ola:100049273,ola,A0A3P9M9E4
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ola:100049250,ola,A0A3B3I8F0
,Fructose and mannose metabolism - Homo sapiens (human),K01623,pret:103471295,pret,A3RH21
,Fructose and mannose metabolism - Homo sapiens (human),K01623,pret:103461260,pret,A0A3P9NA02
,Fructose and mannose metabolism - Homo sapiens (human),K01623,pret:103475487,pret,A0A3P9PSM1
,Fructose and mannose metabolism - Homo sapiens (human),K01623,pret:103481404,pret,A0A3P9QJ49
,Fructose and mannose metabolism - Homo sapiens (human),K01623,nfu:107375611,nfu,A0A1A7Z9I9
,Fructose and mannose metabolism - Homo sapiens (human),K01623,nfu:107379976,nfu,A0A1A8AG35
,Fructose and mannose metabolism - Homo sapiens (human),K01623,nfu:107387003,nfu,A0A1A7ZB84
,Fructose and mannose metabolism - Homo sapiens (human),K01623,nfu:107387972,nfu,A0A1A8V9F1
,Fructose and mannose metabolism - Homo sapiens (human),K01623,bfo:118425659,bfo,A0A9J7LXF3
,Fructose and mannose metabolism - Homo sapiens (human),K01623,spu:548623,spu,A0A7M6UV80
,Fructose and mannose metabolism - Homo sapiens (human),K01623,dme:Dmel_CG6058,dme,P07764
,Fructose and mannose metabolism - Homo sapiens (human),K01623,dme:Dmel_CG5432,dme,Q9VBF5
,Fructose and mannose metabolism - Homo sapiens (human),K01623,tca:103313429,tca,D2A6E8
,Fructose and mannose metabolism - Homo sapiens (human),K01623,dpx:DAPPUDRAFT_188180,dpx,E9GJ13
,Fructose and mannose metabolism - Homo sapiens (human),K01623,cel:CELE_F01F1.12,cel,P46563
,Fructose and mannose metabolism - Homo sapiens (human),K01623,cel:CELE_T05D4.1,cel,P54216
,Fructose and mannose metabolism - Homo sapiens (human),K01623,nve:5509197,nve,A7SF13
,Fructose and mannose metabolism - Homo sapiens (human),K01623,hmg:100206076,hmg,T2MHF6
,Fructose and mannose metabolism - Homo sapiens (human),K01623,tad:TRIADDRAFT_38271,tad,B3S803
,Fructose and mannose metabolism - Homo sapiens (human),K01623,aqu:100640992,aqu,A0A1X7V916
,Fructose and mannose metabolism - Homo sapiens (human),K01623,aqu:100631718,aqu,A0A1X7SZF7
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ath:AT2G01140,ath,Q9ZU52
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ath:AT2G21330,ath,Q9SJU4
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ath:AT2G36460,ath,Q9SJQ9
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ath:AT3G52930,ath,Q9LF98
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ath:AT4G26520,ath,P22197
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ath:AT4G26530,ath,O65581
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ath:AT4G38970,ath,Q944G9
,Fructose and mannose metabolism - Homo sapiens (human),K01623,ath:AT5G03690,ath,F4KGQ0
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mtr:11445395,mtr,G7JJV9
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mtr:11433706,mtr,G7K4T4
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mtr:25494828,mtr,I3SU63
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mtr:25492390,mtr,A0A072UJW7
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mtr:25483885,mtr,A0A072VVG3
,Fructose and mannose metabolism - Homo sapiens (human),K01623,mtr:25485453,mtr,A0A072VQ58
,Fructose and mannose metabolism - Homo sapiens (human),K01623,osa:107277365,osa,Q10A30
,Fructose and mannose metabolism - Homo sapiens (human),K01623,osa:4325027,osa,Q5N725
,Fructose and mannose metabolism - Homo sapiens (human),K01623,osa:4349897,osa,Q40677
,Fructose and mannose metabolism - Homo sapiens (human),K01623,osa:4338737,osa,P17784
,Fructose and mannose metabolism - Homo sapiens (human),K01623,osa:4341496,osa,Q69V57
,Fructose and mannose metabolism - Homo sapiens (human),K01623,osa:4326074,osa,A0A9K3Y7F8
,Fructose and mannose metabolism - Homo sapiens (human),K01623,osa:4344545,osa,A3BP52
,Fructose and mannose metabolism - Homo sapiens (human),K01623,bdi:100832935,bdi,I1GXE4
,Fructose and mannose metabolism - Homo sapiens (human),K01623,bdi:100825584,bdi,I1HUD0
,Fructose and mannose metabolism - Homo sapiens (human),K01623,bdi:100834905,bdi,I1HBE9
,Fructose and mannose metabolism - Homo sapiens (human),K01623,bdi:100836194,bdi,I1IN47
,Fructose and mannose metabolism - Homo sapiens (human),K01623,zma:542261,zma,P08440
,Fructose and mannose metabolism - Homo sapiens (human),K01623,zma:100272845,zma,B4FR47
,Fructose and mannose metabolism - Homo sapiens (human),K01623,zma:100272913,zma,B4FWP0
,Fructose and mannose metabolism - Homo sapiens (human),K01623,zma:100273196,zma,B4FTI5
,Fructose and mannose metabolism - Homo sapiens (human),K01623,zma:100286050,zma,B6UDN1
,Fructose and mannose metabolism - Homo sapiens (human),K01623,zma:100502020,zma,K7UY19
,Fructose and mannose metabolism - Homo sapiens (human),K01623,smo:SELMODRAFT_231316,smo,D8RE94
,Fructose and mannose metabolism - Homo sapiens (human),K01623,smo:SELMODRAFT_267384,smo,D8RHM0
,Fructose and mannose metabolism - Homo sapiens (human),K01623,smo:SELMODRAFT_227983,smo,D8RHD1
,Fructose and mannose metabolism - Homo sapiens (human),K01623,smo:SELMODRAFT_176914,smo,D8S4U1
,Fructose and mannose metabolism - Homo sapiens (human),K01623,smo:SELMODRAFT_425653,smo,D8STT7
